batter_id,year,avg_daily_avg,std_daily_avg,games_count,total_H,total_AB,total_HR,CV,season_avg
103,2017,0.29555555555555557,0.26069766818782314,120,136,447,14,0.8820597795828602,0.3042505592841163
103,2018,0.3003052503052503,0.2579562294290807,117,141,443,17,0.8589800849864488,0.3182844243792325
104,2014,0.17291666666666666,0.32100173628088136,32,11,61,0,1.8563955833111212,0.18032786885245902
104,2015,0.33898809523809526,0.35985795157290235,56,54,158,5,1.061565160039466,0.34177215189873417
104,2016,0.32829457364341086,0.2567120212495028,129,162,484,20,0.781956333912299,0.3347107438016529
104,2017,0.3645333333333334,0.26598515063518663,125,177,483,20,0.7296593378799925,0.36645962732919257
104,2018,0.3274104683195592,0.24641747458001015,121,159,488,12,0.7526255218556474,0.32581967213114754
105,2003,0.2488095238095238,0.3409435782933595,70,47,172,1,1.370299549121636,0.27325581395348836
105,2004,0.2797348484848485,0.24156853422621405,88,88,328,6,0.8635625326434734,0.2682926829268293
105,2005,0.14242424242424243,0.1955712301454538,33,18,105,2,1.3731597010212713,0.17142857142857143
105,2006,0.1985576923076923,0.21663692323755251,104,69,329,6,1.0910527853126133,0.20972644376899696
105,2007,0.2353932584269663,0.3093025330873266,89,59,248,3,1.3139821214688336,0.23790322580645162
105,2008,0.2654761904761905,0.25516402589056336,112,95,367,8,0.9611559719644539,0.25885558583106266
105,2009,0.23663194444444444,0.2964864403442292,96,64,269,8,1.2529434309484668,0.2379182156133829
105,2010,0.24400000000000002,0.2517005227510526,75,60,231,3,1.031559519471527,0.2597402597402597
105,2011,0.20925925925925926,0.22076477850319243,99,72,317,4,1.0549821273603885,0.22712933753943218
105,2014,0.22824074074074074,0.3313749854428083,72,37,162,2,1.4518660619806611,0.22839506172839505
105,2015,0.2677615571776156,0.2845863611899473,137,125,440,22,1.0628350245258367,0.2840909090909091
105,2016,0.2908963585434174,0.2581418818472738,119,126,402,20,0.8874015582039166,0.31343283582089554
105,2017,0.2554263565891473,0.24171302348759408,129,116,442,15,0.946311988767819,0.26244343891402716
105,2018,0.251865671641791,0.2531560226326041,134,120,458,25,1.0051231713413025,0.26200873362445415
107,2017,0.1875,0.3103645676854108,32,12,63,1,1.655277694322191,0.19047619047619047
111,2013,0.19,0.2930796676843641,50,19,98,1,1.542524566759811,0.19387755102040816
111,2014,0.21777777777777776,0.26434132094903307,60,44,174,6,1.2138121880312744,0.25287356321839083
111,2015,0.24690860215053764,0.2552906038057924,124,101,379,14,1.0339477911350545,0.26649076517150394
111,2016,0.23975409836065573,0.23019781010750215,122,102,411,14,0.9601412934398381,0.24817518248175183
111,2017,0.2718213058419244,0.3036464427261111,97,69,256,11,1.1170810977660977,0.26953125
111,2018,0.2131578947368421,0.25082919228980777,38,29,117,6,1.1767295440756413,0.24786324786324787
112,2014,0.28550724637681163,0.27349198201369973,115,124,416,1,0.9579160791342781,0.2980769230769231
112,2015,0.31583333333333335,0.2769619714926176,140,158,520,3,0.8769244479977337,0.3038461538461538
112,2016,0.32208333333333333,0.271852263422466,120,149,435,3,0.8440432499533226,0.3425287356321839
112,2017,0.3561320754716981,0.26451838507130415,106,141,388,3,0.7427536110611455,0.3634020618556701
112,2018,0.3336283185840708,0.2764570195081725,113,133,411,5,0.8286377507804639,0.3236009732360097
113,2005,0.20187793427230044,0.3429164053783029,71,31,163,3,1.6986324266413613,0.1901840490797546
113,2006,0.13368794326241135,0.2127428808536033,47,21,130,5,1.5913393209739026,0.16153846153846155
113,2009,0.19462365591397848,0.27259085805933825,62,41,188,9,1.4006049612993623,0.21808510638297873
113,2010,0.17421875,0.2771410112224658,64,30,160,7,1.59076454872088,0.1875
113,2011,0.24207650273224043,0.2718524681148911,61,51,201,13,1.1230022949215592,0.2537313432835821
113,2012,0.2858395989974937,0.2658565364671886,133,136,469,31,0.9300899434494366,0.2899786780383795
113,2013,0.3123359580052493,0.24599268531325133,127,143,450,37,0.7875900260869644,0.31777777777777777
113,2014,0.30249343832021,0.2780401835193755,127,139,459,52,0.9191610405282609,0.3028322440087146
113,2015,0.33792270531400964,0.24728672080576738,138,181,528,53,0.7317848635710343,0.3428030303030303
113,2018,0.3444940476190476,0.26843807659356184,112,138,400,43,0.7792241359432983,0.345
115,2005,0.21931818181818183,0.36914145769036105,44,16,81,0,1.6831320350648586,0.19753086419753085
115,2008,0.288515406162465,0.2735150620485431,119,116,416,14,0.9480085160323288,0.27884615384615385
115,2009,0.26999999999999996,0.2979897185146252,95,84,295,24,1.1036656241282417,0.2847457627118644
115,2010,0.28603603603603606,0.24388004731317708,111,108,356,15,0.8526200079295324,0.30337078651685395
115,2011,0.2682291666666667,0.25055002923140224,128,127,457,15,0.9340894293675578,0.2778993435448578
115,2012,0.31507936507936507,0.2508335310867754,126,138,443,23,0.7960963455147029,0.3115124153498871
115,2013,0.31507936507936507,0.2508335310867754,126,138,443,23,0.7960963455147029,0.3115124153498871
115,2014,0.31507936507936507,0.2508335310867754,126,138,443,23,0.7960963455147029,0.3115124153498871
115,2015,0.3186915887850467,0.3036958774100131,107,112,356,27,0.952946008295349,0.3146067415730337
115,2016,0.3119047619047619,0.2648340709521438,133,144,448,26,0.8490863343503846,0.32142857142857145
115,2017,0.28013333333333335,0.2656119599371398,125,131,427,32,0.9481626366152064,0.30679156908665106
115,2018,0.22710437710437711,0.27434301917281234,99,78,319,14,1.208004102213866,0.2445141065830721
116,2016,0.21271929824561406,0.31013579368772604,76,36,172,5,1.4579579579546706,0.20930232558139536
116,2017,0.2943722943722944,0.324303238601355,77,57,201,5,1.101677178189897,0.2835820895522388
116,2018,0.2353846153846154,0.29080986790943714,65,48,170,3,1.23546675909238,0.2823529411764706
117,2016,0.24731182795698925,0.2563308327501767,31,24,87,3,1.0364681498159318,0.27586206896551724
117,2017,0.2054597701149425,0.28279770373564356,58,32,158,3,1.376413998601454,0.20253164556962025
117,2018,0.26559139784946234,0.3436442897087952,31,20,65,0,1.2938833580128726,0.3076923076923077
119,2002,0.27307692307692305,0.25099916506765224,104,108,375,9,0.9191518720787266,0.288
119,2003,0.2517543859649123,0.22686992481541537,133,127,494,11,0.9011557989183746,0.25708502024291496
119,2004,0.2808868501529052,0.25691892453921283,109,118,393,16,0.9146705315658421,0.30025445292620867
119,2005,0.2759259259259259,0.22747459497276765,126,132,472,15,0.8244045723845271,0.2796610169491525
119,2006,0.2926666666666667,0.22830017026260727,125,140,476,16,0.7800689188927354,0.29411764705882354
119,2007,0.26626984126984127,0.22019652117258334,126,133,479,14,0.8269675608866022,0.2776617954070981
119,2008,0.26774193548387093,0.25988670947346937,93,86,334,2,0.9706612040575363,0.25748502994011974
119,2009,0.3710606060606061,0.2798324574531655,110,168,452,18,0.7541421883180449,0.37168141592920356
119,2010,0.2803459119496855,0.2638521829423553,106,111,370,9,0.9411665078594391,0.3
119,2011,0.27477876106194693,0.25353761974161737,113,125,414,15,0.9226972956780277,0.30193236714975846
119,2012,0.3082955404383976,0.24708655824984416,126,152,499,11,0.8014600467411434,0.3046092184368738
119,2013,0.3202956989247312,0.237521077692291,124,156,476,7,0.741568114993976,0.3277310924369748
119,2014,0.3370967741935484,0.23907793657014975,124,159,464,9,0.7092264147057074,0.3426724137931034
119,2015,0.30755208333333334,0.25567794852891496,128,159,487,18,0.8313321950474457,0.3264887063655031
119,2016,0.35049019607843135,0.26038860778395234,136,176,509,11,0.7429269368940739,0.34577603143418467
119,2017,0.3422705314009662,0.2508716307248673,138,175,509,14,0.732962986027488,0.343811394891945
119,2018,0.31082089552238806,0.25489573492653167,134,159,524,15,0.8200727126087693,0.30343511450381677
123,2007,0.19285714285714284,0.27442633013480405,84,46,208,4,1.4229513414397248,0.22115384615384615
123,2008,0.26257861635220126,0.345559524916391,53,33,127,3,1.3160231008791898,0.25984251968503935
123,2009,0.26498708010335914,0.2685952797629527,129,123,446,25,1.0136165116359115,0.2757847533632287
123,2010,0.30609756097560975,0.26926896491721947,123,132,431,18,0.8796834710443027,0.3062645011600928
123,2011,0.25261707988980714,0.2275575656154049,121,114,453,13,0.9008003960566193,0.25165562913907286
123,2012,0.2465564738292011,0.2315599010112748,121,106,416,12,0.9391759113641649,0.2548076923076923
123,2013,0.27813455657492353,0.2569676891158082,109,106,363,18,0.9238970240887222,0.29201101928374656
123,2014,0.3166071428571428,0.26644227941896054,120,140,452,27,0.8415548588528929,0.30973451327433627
123,2015,0.2736338797814208,0.22989237874098478,122,123,438,21,0.8401458873609627,0.2808219178082192
123,2016,0.2809139784946237,0.29081617034476903,124,117,422,18,1.0352499078301824,0.2772511848341232
123,2017,0.2558176100628931,0.29419464503694426,106,78,305,16,1.1500171742071084,0.25573770491803277
124,2016,0.309915611814346,0.3179183425966712,79,69,223,4,1.0258222899307157,0.3094170403587444
124,2017,0.27767857142857144,0.347811001529556,56,34,140,2,1.2525669508459896,0.24285714285714285
126,2015,0.17447916666666666,0.3240366028430721,32,11,66,0,1.8571650073393986,0.16666666666666666
126,2018,0.18942307692307692,0.29407787354667964,52,28,123,5,1.5524923273530296,0.22764227642276422
127,2015,0.1864864864864865,0.303927558806532,74,35,171,0,1.6297564747596642,0.2046783625730994
130,2015,0.19130434782608696,0.3219680823540594,46,19,89,0,1.683014975941674,0.21348314606741572
130,2018,0.19270833333333331,0.2905604983919983,32,17,73,0,1.5077733970611806,0.2328767123287671
131,2001,0.2805774278215223,0.2713686307813918,127,117,420,13,0.9671791237391045,0.2785714285714286
131,2002,0.26959287531806614,0.23756673300908343,131,137,504,10,0.8812055315957508,0.2718253968253968
131,2003,0.31526717557251904,0.23957796018892477,131,170,528,12,0.759920406410391,0.32196969696969696
131,2004,0.3090909090909091,0.2681523787017525,132,156,503,16,0.8675518134468464,0.3101391650099404
131,2005,0.29385245901639345,0.2586625984783476,122,139,471,9,0.8802464997031634,0.2951167728237792
131,2006,0.2688172043010753,0.2321784013120994,124,134,471,6,0.8637036528810097,0.28450106157112526
131,2007,0.2601819589624468,0.23813217918206364,123,128,479,2,0.9152524645893466,0.267223382045929
131,2008,0.30339805825242716,0.2622422920406904,103,117,370,4,0.8643505945661156,0.3162162162162162
131,2009,0.29498381877022656,0.2610398486205599,103,104,334,2,0.8849293825974,0.31137724550898205
131,2010,0.2970430107526882,0.31994133655975465,124,114,379,11,1.0770875764726582,0.3007915567282322
131,2011,0.24789915966386555,0.2514979100998626,119,110,429,4,1.0145169932841915,0.2564102564102564
131,2012,0.30902140672782874,0.26740380476911446,109,118,388,1,0.8653245339881289,0.30412371134020616
131,2013,0.27312312312312315,0.25327323022247955,111,112,394,6,0.9273225471587211,0.28426395939086296
131,2014,0.3194476190476191,0.2543557955862207,125,156,472,9,0.7962363167537168,0.3305084745762712
131,2015,0.2939209726443769,0.24955758210736037,94,110,367,11,0.8490635420198714,0.2997275204359673
131,2016,0.3,0.2884142198322645,108,105,349,14,0.9613807327742151,0.3008595988538682
131,2017,0.22814207650273224,0.34322194773027614,61,31,118,4,1.5044219505303122,0.2627118644067797
131,2018,0.268141592920354,0.29165440044040053,113,97,342,10,1.087688028045058,0.28362573099415206
132,2014,0.28421052631578947,0.29548782061851686,95,92,310,1,1.0396793688429298,0.2967741935483871
132,2015,0.28787878787878785,0.24259117172097477,143,154,525,0,0.8426851228202282,0.29333333333333333
132,2016,0.2920863309352518,0.22811919977186565,139,169,564,4,0.7809992307460424,0.299645390070922
132,2017,0.2736406619385343,0.23549303252228684,141,162,570,7,0.8605922484399768,0.28421052631578947
132,2018,0.2869463869463869,0.2276825812952614,143,172,576,9,0.7934673223043636,0.2986111111111111
133,2014,0.23015873015873015,0.3095200869367259,42,23,94,4,1.3448114122078436,0.24468085106382978
133,2015,0.23473684210526316,0.33141882073794576,95,54,218,8,1.4118739000047016,0.24770642201834864
133,2016,0.25202020202020203,0.35362108899092054,33,18,69,3,1.4031458040120695,0.2608695652173913
133,2017,0.24795918367346936,0.3200953390430693,49,29,113,4,1.2909194743300738,0.25663716814159293
134,2011,0.2729824561403509,0.2710759028003219,95,100,340,2,0.9930158393070918,0.29411764705882354
134,2012,0.23097345132743363,0.234466500727669,113,101,412,2,1.0151231640699845,0.24514563106796117
134,2013,0.29049844236760125,0.27068621693278583,107,116,393,2,0.9317992025246569,0.2951653944020356
134,2016,0.23370786516853934,0.24700194157532773,89,86,323,4,1.0568833077021234,0.26625386996904027
134,2017,0.26015325670498085,0.31466478946275933,87,66,218,6,1.2095362304827715,0.30275229357798167
134,2018,0.18694444444444444,0.272570446787654,60,36,147,0,1.4580291358626367,0.24489795918367346
135,2015,0.09429824561403509,0.25125141195394496,38,6,65,1,2.664433577930207,0.09230769230769231
137,2015,0.20637254901960783,0.30646827975556606,34,19,77,0,1.4850244434711515,0.24675324675324675
137,2016,0.2722222222222222,0.27334719342587493,132,128,445,3,1.0041325472787244,0.2876404494382023
139,2014,0.14864864864864866,0.27084055199435075,37,14,79,4,1.8220182588710867,0.17721518987341772
139,2015,0.2587431693989071,0.317813807554061,61,36,154,10,1.2282983480970044,0.23376623376623376
139,2016,0.18690476190476188,0.2797786803187343,70,34,174,4,1.4969050411957763,0.19540229885057472
140,2014,0.23190476190476192,0.3440524410118315,35,17,84,1,1.4835936881413678,0.20238095238095238
140,2017,0.31666666666666665,0.3796034317970515,46,33,101,4,1.19874767935911,0.32673267326732675
140,2018,0.20779569892473118,0.28220956413070786,62,37,152,3,1.3581107096587752,0.24342105263157895
141,2017,0.30864197530864196,0.23534008992608393,135,178,557,27,0.7625018913605119,0.31956912028725315
141,2018,0.30865633074935406,0.24377760505359702,129,159,513,20,0.7898027053641024,0.30994152046783624
142,2017,0.29224137931034483,0.260670178953345,116,128,423,15,0.8919687539406496,0.30260047281323876
142,2018,0.2539141414141414,0.25170209251771897,132,124,462,23,0.9912882012632194,0.2683982683982684
144,2012,0.24866666666666665,0.23614473722182067,125,115,433,1,0.9496437153692521,0.26558891454965355
144,2013,0.2707818930041152,0.23814285605547908,81,84,316,0,0.8794637389282891,0.26582278481012656
144,2014,0.362109375,0.22994079313023832,128,201,543,7,0.6350037005538405,0.3701657458563536
144,2015,0.29623015873015873,0.2698895503982408,84,93,312,3,0.9110805987991518,0.2980769230769231
144,2016,0.3264816718054128,0.23479238831586152,139,182,560,7,0.7191594769087091,0.325
144,2017,0.32615571776155716,0.24149584581839223,137,179,539,6,0.7404311274252832,0.3320964749536178
144,2018,0.3387387387387387,0.2393101600141944,37,48,141,0,0.7064741425950952,0.3404255319148936
145,2004,0.19920634920634922,0.3218963201627414,42,20,94,3,1.6158938781077854,0.2127659574468085
145,2011,0.24239482200647247,0.28623824860076313,103,81,303,7,1.1808760856827212,0.26732673267326734
145,2012,0.21460481099656356,0.28275326376729526,97,59,273,0,1.3175532386914799,0.21611721611721613
145,2013,0.24024390243902438,0.26467817271783556,82,57,218,6,1.1017060996376913,0.26146788990825687
145,2015,0.19959349593495934,0.28945561463811414,41,24,103,3,1.4502256863742582,0.23300970873786409
145,2016,0.2809139784946237,0.27634612270124287,124,120,411,16,0.9837393076063381,0.291970802919708
145,2017,0.26709770114942527,0.3195366603818765,116,90,319,7,1.1963287553834645,0.28213166144200624
146,2015,0.33209876543209876,0.3485948410790937,54,54,159,6,1.0496721980448547,0.33962264150943394
146,2016,0.21405228758169934,0.32476269197710794,51,28,111,4,1.5172119655724432,0.25225225225225223
146,2018,0.2894308943089431,0.41314774223099554,41,20,69,2,1.427448659955406,0.2898550724637681
148,2003,0.19230769230769232,0.26016296088063334,52,31,141,1,1.3528473965792933,0.2198581560283688
148,2004,0.21554621848739494,0.25509618484743074,119,80,347,2,1.183487173366248,0.23054755043227665
148,2005,0.2645502645502646,0.24509394232492546,126,115,416,4,0.9264551019882181,0.2764423076923077
148,2006,0.26,0.26228763384380804,125,108,404,2,1.008798591706954,0.26732673267326734
148,2009,0.2785123966942149,0.24029725049413558,121,119,412,11,0.8627883474715253,0.28883495145631066
148,2010,0.2622047244094488,0.23897607138278965,127,118,433,8,0.9114102422106393,0.27251732101616627
148,2011,0.29333333333333333,0.2822218781638961,90,84,298,4,0.9621200391951004,0.28187919463087246
148,2012,0.21507936507936506,0.22482507029479434,84,67,272,5,1.0453121349499663,0.24632352941176472
148,2013,0.25316455696202533,0.2941630159983526,79,59,234,1,1.1619439131934928,0.25213675213675213
148,2014,0.26786941580756013,0.27990416083299435,97,90,307,5,1.0449276562206717,0.2931596091205212
148,2015,0.22995169082125605,0.24935569382905823,138,108,440,13,1.0843829542566188,0.24545454545454545
148,2016,0.294811320754717,0.2764510845634978,106,104,341,5,0.9377220788393845,0.30498533724340177
148,2017,0.30446428571428574,0.2863597608375042,112,122,349,5,0.9405364578827117,0.3495702005730659
148,2018,0.1687878787878788,0.26799542686685685,55,24,128,2,1.587764647505615,0.1875
149,2008,0.28912037037037036,0.28520041716600025,72,66,218,3,0.9864417951618264,0.30275229357798167
149,2009,0.14705882352941177,0.21027761785225205,34,16,86,3,1.4298878013953138,0.18604651162790697
149,2010,0.288135593220339,0.24714035612659094,118,129,422,11,0.857722412439345,0.3056872037914692
149,2011,0.3204678362573099,0.23753108876603932,114,144,442,15,0.7412010251641009,0.3257918552036199
149,2012,0.3143939393939394,0.24798400663285894,132,158,503,5,0.7887684066394549,0.31411530815109345
149,2013,0.3458005249343832,0.2537459090289509,127,172,498,11,0.7337927236434937,0.3453815261044177
149,2014,0.36065573770491804,0.24143800879855293,122,175,483,18,0.6694417516687149,0.36231884057971014
149,2015,0.31386054421768705,0.25486426580908955,112,141,445,13,0.812030280659684,0.31685393258426964
149,2016,0.31608796296296293,0.22572006160278016,144,186,575,16,0.7141052113687371,0.3234782608695652
149,2017,0.3187830687830688,0.2400884123352974,144,193,576,20,0.7531404137986922,0.3350694444444444
149,2018,0.32372262773722627,0.2496461763147991,137,182,553,26,0.7711730812881055,0.3291139240506329
151,2009,0.22058823529411764,0.25662236561302687,68,44,178,0,1.1633547241123885,0.24719101123595505
151,2011,0.23522727272727273,0.3024067094938718,44,30,113,1,1.2855937408435127,0.26548672566371684
151,2012,0.22828282828282828,0.3162678959764681,66,36,146,0,1.385421314233201,0.2465753424657534
151,2013,0.2515151515151515,0.270090862626032,121,93,351,3,1.0738552369468741,0.26495726495726496
151,2014,0.28289085545722714,0.297104580628292,113,99,341,5,1.05024455508854,0.2903225806451613
151,2015,0.21796296296296297,0.25799606808472325,90,60,244,0,1.1836693013232842,0.2459016393442623
151,2016,0.3011111111111111,0.26562940188769474,120,114,354,2,0.8821640653096874,0.3220338983050847
151,2017,0.2545454545454545,0.3046187862699348,110,82,294,5,1.1967166603461727,0.2789115646258503
151,2018,0.2118794326241135,0.27504341289160683,94,63,265,4,1.2981128441076673,0.23773584905660378
152,2008,0.2563131313131313,0.3461480977392561,66,38,140,7,1.3504891300960138,0.2714285714285714
152,2009,0.2580409356725146,0.2679470777240666,114,109,417,14,1.0383898082904337,0.26139088729016785
152,2010,0.2497777777777778,0.26540372857052924,75,68,263,6,1.0625594115368162,0.2585551330798479
152,2013,0.25126262626262624,0.2100938049762698,66,64,245,7,0.83615222885028,0.2612244897959184
152,2014,0.31171617161716175,0.2298132642247644,101,123,389,11,0.7372516575977088,0.3161953727506427
152,2016,0.3021551724137931,0.22956091434149534,116,146,449,17,0.7597451088049489,0.32516703786191536
152,2017,0.3123931623931624,0.27095292537438315,117,143,437,13,0.8673458897073277,0.32723112128146453
152,2018,0.2864864864864865,0.21813619961712358,111,129,434,18,0.7614188099842992,0.29723502304147464
154,2017,0.31333333333333335,0.39385607188919247,30,21,77,1,1.2569874634761462,0.2727272727272727
154,2018,0.2880281690140845,0.3108766802226923,71,66,211,7,1.0793273494284183,0.3127962085308057
157,2017,0.29548654244306416,0.25909124733833244,115,131,437,35,0.876829263343712,0.2997711670480549
157,2018,0.24574468085106382,0.20495261023403108,141,129,501,26,0.834006292727226,0.25748502994011974
161,2012,0.10416666666666667,0.26267168817862596,32,6,57,0,2.521648206514809,0.10526315789473684
161,2013,0.2065891472868217,0.2539399222574644,86,55,240,1,1.22920262556146,0.22916666666666666
161,2014,0.20507246376811594,0.275341977382412,46,26,113,4,1.3426569921827864,0.23008849557522124
161,2017,0.20545722713864306,0.24379646970425645,113,77,325,5,1.1866044971965963,0.23692307692307693
161,2018,0.28281653746770025,0.24355349971695237,129,125,425,11,0.8611713512148065,0.29411764705882354
163,2004,0.21085271317829457,0.32368749464908103,43,24,107,1,1.535135544475421,0.22429906542056074
163,2010,0.24851851851851853,0.2922790588810317,45,42,131,1,1.1760856318610813,0.32061068702290074
163,2011,0.21226415094339623,0.2878151770157282,106,62,281,5,1.3559292783852082,0.2206405693950178
163,2012,0.20151515151515154,0.34154885256265854,33,13,83,1,1.6949040803861248,0.1566265060240964
163,2013,0.2956228956228956,0.2573916990244192,99,117,377,4,0.8706757928274773,0.3103448275862069
163,2014,0.29444444444444445,0.27016408383897556,102,105,360,9,0.9175383979436905,0.2916666666666667
163,2015,0.23986254295532644,0.2553315371663022,97,82,313,5,1.0644910790171052,0.26198083067092653
163,2016,0.3052511415525114,0.3374157040628307,73,66,213,1,1.1053708180966333,0.30985915492957744
163,2017,0.25816993464052285,0.39765105514228605,51,20,83,1,1.540268643968855,0.24096385542168675
165,2015,0.16095890410958905,0.3002470584821396,73,24,142,1,1.865364703761378,0.16901408450704225
165,2016,0.23168498168498167,0.2942143224964882,91,57,236,3,1.2698894868227872,0.24152542372881355
165,2017,0.2982758620689655,0.273849891014253,87,82,286,4,0.9181094612038541,0.2867132867132867
165,2018,0.24708333333333332,0.2669699124876611,120,95,367,4,1.0804853119230804,0.25885558583106266
166,2015,0.34047619047619043,0.4059259912399619,35,21,62,0,1.192230184061427,0.3387096774193548
166,2016,0.2972972972972973,0.4481359456970907,37,12,45,0,1.507366362799305,0.26666666666666666
166,2017,0.31265060240963854,0.3663116385551524,83,70,219,1,1.1716326011590616,0.319634703196347
166,2018,0.2429138321995465,0.33105931146947976,42,27,123,0,1.362867270553471,0.21951219512195122
167,2015,0.23303030303030303,0.32787962807263654,55,30,125,1,1.4070257121452543,0.24
167,2018,0.2222222222222222,0.2540609329904101,57,38,154,4,1.1432741984568455,0.24675324675324675
169,2009,0.21858813700918964,0.23811291067851068,114,87,371,14,1.089322201728176,0.23450134770889489
169,2010,0.2878205128205128,0.25690958387615276,130,134,461,8,0.892603454001778,0.29067245119305857
169,2011,0.3013513513513514,0.26502463326652526,111,119,378,5,0.8794539399875725,0.3148148148148148
169,2012,0.2827020202020202,0.2575690928412542,132,141,489,3,0.9110974610552627,0.2883435582822086
169,2013,0.251867816091954,0.2513420168388465,116,103,414,3,0.9979123999990711,0.24879227053140096
169,2014,0.3258064516129032,0.2653282369925451,124,147,434,18,0.8143737967097919,0.3387096774193548
169,2017,0.2955470737913486,0.2325428407133027,131,154,487,21,0.7868216650910715,0.3162217659137577
169,2018,0.3367948717948718,0.25194930100113766,130,169,494,23,0.7480793862995333,0.34210526315789475
171,2015,0.24074074074074076,0.2717673500441532,117,93,358,8,1.128879761721867,0.25977653631284914
171,2016,0.2808457711442786,0.3172675549788908,67,56,203,6,1.1296860682153596,0.27586206896551724
171,2017,0.23944259874492432,0.24834162346934277,129,117,445,14,1.0371655869551368,0.26292134831460673
171,2018,0.2502380952380952,0.25201811909317523,140,127,483,22,1.0071133208290544,0.2629399585921325
172,2012,0.23523809523809522,0.35199644022476373,35,17,87,0,1.4963411426558784,0.19540229885057472
172,2016,0.2733024691358025,0.25875069104923565,108,104,384,4,0.946755775267672,0.2708333333333333
172,2017,0.27586206896551724,0.2945343071770778,116,99,358,2,1.067686863516907,0.276536312849162
172,2018,0.24154589371980678,0.31319854198680697,69,53,209,2,1.2966419638253808,0.2535885167464115
174,2010,0.26071428571428573,0.26985975193475176,126,100,374,20,1.0350785005716505,0.26737967914438504
174,2011,0.2699152542372881,0.2845353960708074,118,113,376,4,1.0541656746108408,0.300531914893617
174,2012,0.2698005698005698,0.26835788800277954,117,100,359,5,0.9946527844664795,0.2785515320334262
174,2013,0.2469135802469136,0.2774040407197105,108,77,311,7,1.1234863649148275,0.24758842443729903
174,2014,0.26999999999999996,0.2377818099125657,95,87,296,10,0.8806733700465398,0.2939189189189189
174,2015,0.3082687338501292,0.2547391438012271,129,144,442,20,0.826354137896688,0.3257918552036199
174,2016,0.3231666666666666,0.2968587412111113,100,106,332,22,0.9185933198899784,0.3192771084337349
174,2017,0.267737003058104,0.2672762633943815,109,96,347,14,0.9982791334090547,0.276657060518732
174,2018,0.3533854166666667,0.30456112289806025,128,157,439,23,0.861838402305491,0.357630979498861
175,2011,0.22849462365591397,0.34825473723578904,31,13,55,0,1.5241266147260415,0.23636363636363636
178,2009,0.24316939890710385,0.26826564103343004,61,46,175,2,1.1032047709914088,0.26285714285714284
178,2010,0.18563218390804595,0.2624198218119211,87,44,221,0,1.4136547676555502,0.19909502262443438
178,2011,0.2108843537414966,0.3182808097377483,49,22,107,0,1.5092670655306129,0.205607476635514
178,2012,0.25669781931464175,0.2454818114954221,107,105,399,3,0.9563065714809525,0.2631578947368421
178,2013,0.22501337613697164,0.2728583430566711,89,59,256,2,1.2126316565757183,0.23046875
178,2017,0.2679012345679012,0.29274690974298184,54,57,184,2,1.0927419211604392,0.30978260869565216
178,2018,0.19699999999999998,0.2749291807389108,50,30,133,1,1.3955795976594458,0.22556390977443608
179,2008,0.25387205387205386,0.3151307927977229,99,70,282,0,1.2412976851581392,0.24822695035460993
179,2009,0.26363636363636367,0.35844783230596955,77,48,209,0,1.3596297087467808,0.22966507177033493
179,2010,0.2653030303030303,0.26335996282904145,110,106,384,0,0.992676044929568,0.2760416666666667
179,2011,0.26772486772486775,0.22291748380407023,126,129,466,6,0.832636451363029,0.27682403433476394
179,2012,0.25353535353535356,0.30790878813022177,66,53,188,0,1.21446095716701,0.28191489361702127
179,2013,0.2606796116504855,0.28091872277728197,103,80,308,7,1.0776397931493498,0.2597402597402597
179,2014,0.3238532110091743,0.2806001703843709,109,114,359,5,0.8664424524616552,0.31754874651810583
179,2015,0.2903133903133903,0.27570216275727494,117,115,411,11,0.9496708452188763,0.2798053527980535
179,2016,0.27022792022792025,0.2435158056565227,117,113,416,5,0.9011496867205003,0.27163461538461536
179,2017,0.23229166666666665,0.2850397409202862,112,79,334,7,1.2270769115850888,0.23652694610778444
179,2018,0.30279898218829515,0.24075338191796802,131,148,473,15,0.7950931016282474,0.3128964059196617
180,2009,0.21818181818181817,0.3666752753810346,33,13,66,0,1.6805950121630755,0.19696969696969696
180,2010,0.15784313725490198,0.3332635102153217,34,8,60,1,2.111358884593963,0.13333333333333333
180,2011,0.22698412698412698,0.31238986961201404,42,23,100,1,1.3762630619270548,0.23
180,2012,0.18674698795180722,0.28414230561177944,83,43,212,8,1.521536217146948,0.2028301886792453
180,2013,0.3081560283687943,0.3313687092993601,47,35,117,3,1.0753276872545403,0.29914529914529914
180,2014,0.20416666666666666,0.2968704467387966,60,32,132,3,1.4540593309655343,0.24242424242424243
180,2015,0.2803763440860215,0.3043629944060688,62,52,180,14,1.0855516195499288,0.28888888888888886
180,2016,0.3142156862745098,0.264548071986489,102,120,380,27,0.8419314615482645,0.3157894736842105
180,2017,0.3157103825136612,0.29493193235292764,122,126,412,26,0.9341850907933494,0.3058252427184466
180,2018,0.2623611111111111,0.2836873372059552,120,112,401,27,1.0812857744218514,0.2793017456359102
182,2010,0.2703065134099617,0.3278071501601212,87,60,221,7,1.2127238297915184,0.27149321266968324
182,2014,0.2527027027027027,0.3802515718897047,37,16,69,0,1.5047388406330562,0.2318840579710145
182,2015,0.23585858585858585,0.238123763415008,66,62,239,5,1.009603964800248,0.2594142259414226
182,2016,0.29627659574468085,0.2986344294169859,94,93,306,5,1.0079582177808502,0.30392156862745096
