batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,height/weight,year_born,position,career,starting_salary,OPS,height,weight,BMI,birth_year,age,position_group,career_years,career_group,HR_per_AB,batter_type,CV,std_daily_avg,games_count,consistency_level
58,김재환,2016,두산,0.325,134,492,107,160,32,3,37,309,124,8,2,71,0,107,9,0.628,0.407,5,183cm/90kg,1988년 09월 22일,외야수(우투좌타),영랑초-상인천중-인천고-두산-상무,15000만원,1.035,183.0,90.0,26.874496103198062,1988.0,29.0,외야수,11,6년차 이상,0.0752032520325203,장타형,0.8471591199289077,0.2745891376286981,134,매우 안정
58,김재환,2017,두산,0.34,144,544,110,185,34,2,35,328,115,4,1,81,7,123,8,0.603,0.429,8,183cm/90kg,1988년 09월 22일,외야수(우투좌타),영랑초-상인천중-인천고-두산-상무,15000만원,1.032,183.0,90.0,26.874496103198062,1988.0,30.0,외야수,11,6년차 이상,0.0643382352941176,장타형,0.6999465694428734,0.2358444676292944,143,매우 안정
58,김재환,2018,두산,0.334,139,527,104,176,36,1,44,346,133,2,0,59,9,134,6,0.657,0.405,4,183cm/90kg,1988년 09월 22일,외야수(우투좌타),영랑초-상인천중-인천고-두산-상무,15000만원,1.062,183.0,90.0,26.874496103198062,1988.0,31.0,외야수,11,6년차 이상,0.0834914611005692,장타형,0.7546283254262087,0.2563731255342905,138,매우 안정
63,김주형,2007,KIA,0.231,36,108,14,25,7,0,6,50,16,1,1,5,4,30,3,0.463,0.288,3,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.7509999999999999,186.0,108.0,31.217481789802285,1985.0,23.0,내야수,15,6년차 이상,0.0555555555555555,장타형,1.1673655622507373,0.2442820528413579,36,불안정
63,김주형,2008,KIA,0.226,62,146,10,33,8,0,2,47,12,0,1,5,3,30,3,0.322,0.263,4,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.585,186.0,108.0,31.217481789802285,1985.0,24.0,내야수,15,6년차 이상,0.0136986301369863,안타형,1.3045920708038832,0.3346241808728604,59,매우 불안정
63,김주형,2011,KIA,0.199,88,271,23,54,14,0,9,95,40,1,0,17,4,71,6,0.351,0.256,9,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.607,186.0,108.0,31.217481789802285,1985.0,27.0,내야수,15,6년차 이상,0.033210332103321,장타형,1.376747699228431,0.2753495398456862,88,매우 불안정
63,김주형,2012,KIA,0.154,56,117,8,18,2,0,3,29,12,0,0,6,1,35,0,0.248,0.198,5,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.446,186.0,108.0,31.217481789802285,1985.0,28.0,내야수,15,6년차 이상,0.0256410256410256,장타형,1.728253660384769,0.304589386245117,47,매우 불안정
63,김주형,2013,KIA,0.241,81,249,27,60,8,0,9,95,34,1,0,23,3,54,7,0.382,0.308,6,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.69,186.0,108.0,31.217481789802285,1985.0,29.0,내야수,15,6년차 이상,0.036144578313253,장타형,1.133660514395865,0.2720785234550075,80,불안정
63,김주형,2014,KIA,0.245,64,151,16,37,4,0,7,62,26,0,3,17,2,19,3,0.411,0.326,4,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.737,186.0,108.0,31.217481789802285,1985.0,30.0,내야수,15,6년차 이상,0.0463576158940397,장타형,1.383838341056172,0.3208724574437264,57,매우 불안정
63,김주형,2016,KIA,0.281,135,345,43,97,16,1,19,172,49,1,2,34,6,55,9,0.499,0.355,11,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.8540000000000001,186.0,108.0,31.217481789802285,1985.0,32.0,내야수,15,6년차 이상,0.0550724637681159,장타형,1.1771070312033605,0.321558665555293,128,불안정
63,김주형,2017,KIA,0.17,57,106,11,18,5,0,0,23,10,0,0,8,1,13,5,0.217,0.233,4,186cm/108kg,1985년 12월 15일,내야수(우투우타),학강초-광주동성중-광주동성고-KIA-상무,30000만원,0.45,186.0,108.0,31.217481789802285,1985.0,33.0,내야수,15,6년차 이상,0.0,안타형,1.6745912669370155,0.2992886519632113,47,매우 불안정
64,김지수,2015,넥센,0.235,104,132,23,31,7,0,0,38,13,2,1,9,2,27,2,0.288,0.292,2,180cm/81kg,1986년 08월 23일,내야수(우투우타),서일초(서초리틀)-서울경원중-중앙고-동국대-히어로즈-넥센-경찰,4000만원,0.58,180.0,81.0,25.0,1986.0,30.0,내야수,10,6년차 이상,0.0,안타형,1.4942203267736387,0.3175218194393982,64,매우 불안정
67,김태균,2001,한화,0.335,88,245,51,82,13,2,20,159,54,2,0,40,4,72,4,0.649,0.436,3,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,1.085,185.0,110.0,32.14024835646457,1982.0,20.0,내야수,18,6년차 이상,0.0816326530612244,장타형,0.9375962189384004,0.3277909918366996,85,안정
67,김태균,2002,한화,0.255,105,298,25,76,11,0,7,108,34,2,1,41,2,103,13,0.362,0.347,11,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.7090000000000001,185.0,110.0,32.14024835646457,1982.0,21.0,내야수,18,6년차 이상,0.023489932885906,안타형,1.1386704034117152,0.2746205090581195,102,불안정
67,김태균,2003,한화,0.319,133,479,67,153,24,2,31,274,95,3,2,79,9,106,13,0.5720000000000001,0.424,6,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.996,185.0,110.0,32.14024835646457,1982.0,22.0,내야수,18,6년차 이상,0.0647181628392484,장타형,0.7561985370754508,0.2370758797422152,132,매우 안정
67,김태균,2004,한화,0.3229999999999999,129,473,76,153,26,1,23,250,106,2,1,70,6,99,11,0.529,0.412,7,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.941,185.0,110.0,32.14024835646457,1982.0,23.0,내야수,18,6년차 이상,0.0486257928118393,장타형,0.8510772742210918,0.2635700550785474,129,매우 안정
67,김태균,2005,한화,0.317,124,461,73,146,33,2,23,252,100,3,1,60,6,73,20,0.547,0.401,5,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.948,185.0,110.0,32.14024835646457,1982.0,24.0,내야수,18,6년차 이상,0.0498915401301518,장타형,0.8075667467039791,0.2419417448458669,123,매우 안정
67,김태균,2006,한화,0.291,124,423,66,123,27,0,13,189,73,2,0,82,2,89,18,0.447,0.405,3,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.8520000000000001,185.0,110.0,32.14024835646457,1982.0,25.0,내야수,18,6년차 이상,0.0307328605200945,장타형,0.9160305778740864,0.2608963433488157,124,안정
67,김태균,2007,한화,0.29,118,393,62,114,13,0,21,190,85,2,1,90,2,70,13,0.483,0.42,4,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.903,185.0,110.0,32.14024835646457,1982.0,26.0,내야수,18,6년차 이상,0.0534351145038167,장타형,0.948177162674846,0.2773552124151985,118,안정
67,김태균,2008,한화,0.324,115,410,81,133,27,1,31,255,92,2,0,64,5,67,8,0.622,0.417,3,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,1.039,185.0,110.0,32.14024835646457,1982.0,27.0,내야수,18,6년차 이상,0.0756097560975609,장타형,0.8051049325937724,0.2569508871128955,114,매우 안정
67,김태균,2009,한화,0.33,95,336,63,111,15,0,19,183,62,0,0,45,6,71,12,0.545,0.416,1,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.961,185.0,110.0,32.14024835646457,1982.0,28.0,내야수,18,6년차 이상,0.056547619047619,장타형,0.8213452416233452,0.2656265462271244,94,매우 안정
67,김태균,2012,한화,0.363,126,416,61,151,24,0,16,223,80,3,1,81,11,69,11,0.536,0.474,2,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,1.01,185.0,110.0,32.14024835646457,1982.0,31.0,내야수,18,6년차 이상,0.0384615384615384,장타형,0.7900830250008671,0.2832175922952843,126,매우 안정
67,김태균,2013,한화,0.319,101,345,41,110,24,0,10,164,52,0,3,73,8,67,14,0.475,0.444,1,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.919,185.0,110.0,32.14024835646457,1982.0,32.0,내야수,18,6년차 이상,0.0289855072463768,장타형,0.8161937201306227,0.2563063777901939,101,매우 안정
67,김태균,2014,한화,0.365,118,422,66,154,30,0,18,238,84,0,2,70,11,73,18,0.564,0.463,3,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,1.027,185.0,110.0,32.14024835646457,1982.0,33.0,내야수,18,6년차 이상,0.0426540284360189,장타형,0.7117073514466126,0.2568378930714823,118,매우 안정
67,김태균,2015,한화,0.316,133,408,61,129,28,0,21,220,104,3,1,98,12,80,19,0.539,0.457,9,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.996,185.0,110.0,32.14024835646457,1982.0,34.0,내야수,18,6년차 이상,0.0514705882352941,장타형,0.8940097331869319,0.2889938439836826,129,안정
67,김태균,2016,한화,0.365,144,529,94,193,39,0,23,301,136,1,0,108,9,97,11,0.569,0.475,4,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,1.044,185.0,110.0,32.14024835646457,1982.0,35.0,내야수,18,6년차 이상,0.0434782608695652,장타형,0.7571474319308934,0.2836844598857957,143,매우 안정
67,김태균,2017,한화,0.34,94,356,51,121,22,0,17,194,76,0,0,43,4,56,13,0.545,0.413,1,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.958,185.0,110.0,32.14024835646457,1982.0,36.0,내야수,18,6년차 이상,0.047752808988764,장타형,0.7706179850093913,0.2582390056148492,94,매우 안정
67,김태균,2018,한화,0.315,73,254,25,80,11,0,10,121,34,0,1,13,4,56,7,0.476,0.358,2,185cm/110kg,1982년 05월 29일,내야수(우투우타),천안남산초-천안북중-북일고-(대전대),16000만원,0.8340000000000001,185.0,110.0,32.14024835646457,1982.0,37.0,내야수,18,6년차 이상,0.0393700787401574,장타형,0.8697071790376907,0.2710388811384584,73,매우 안정
69,김태완,2008,한화,0.266,124,383,44,102,16,0,23,187,73,0,1,50,11,78,9,0.488,0.362,1,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,0.85,189.0,105.0,29.394473838918284,1984.0,25.0,내야수,13,6년차 이상,0.0600522193211488,장타형,1.1307937408911666,0.297708375950097,120,불안정
69,김태완,2009,한화,0.289,112,360,62,104,17,2,23,194,68,1,1,72,11,89,6,0.539,0.419,1,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,0.958,189.0,105.0,29.394473838918284,1984.0,26.0,내야수,13,6년차 이상,0.0638888888888888,장타형,0.9208642587890244,0.2591140572027975,111,안정
69,김태완,2010,한화,0.265,116,370,62,98,13,0,15,156,62,7,6,86,13,99,9,0.422,0.418,2,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,0.84,189.0,105.0,29.394473838918284,1984.0,27.0,내야수,13,6년차 이상,0.0405405405405405,장타형,1.014549537687755,0.2591254447866239,114,불안정
69,김태완,2013,한화,0.229,93,279,24,64,13,0,3,86,23,1,2,33,7,78,8,0.308,0.324,4,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,0.632,189.0,105.0,29.394473838918284,1984.0,30.0,내야수,13,6년차 이상,0.010752688172043,안타형,1.254290668189168,0.2550391025317975,90,매우 불안정
69,김태완,2014,한화,0.258,89,186,26,48,8,0,7,77,39,0,0,24,3,51,10,0.414,0.35,1,189cm/105kg,1984년 01월 27일,내야수(우투우타),양목초-신월중-중앙고-성균관대-한화,11000만원,0.764,189.0,105.0,29.394473838918284,1984.0,31.0,내야수,13,6년차 이상,0.0376344086021505,장타형,1.466533422296768,0.3244705196831599,80,매우 불안정
71,김하성,2015,넥센,0.29,140,511,89,148,35,5,19,250,73,22,4,56,5,115,10,0.489,0.362,21,175cm/76kg,1995년 10월 17일,내야수(우투우타),부천북초-부천중-야탑고,10000만원,0.851,175.0,76.0,24.816326530612244,1995.0,21.0,내야수,5,5년차 이하,0.0371819960861056,장타형,0.8523812879816057,0.239782974226254,140,매우 안정
71,김하성,2016,넥센,0.281,144,526,92,148,29,7,20,251,84,28,15,60,6,80,7,0.477,0.358,21,175cm/76kg,1995년 10월 17일,내야수(우투우타),부천북초-부천중-야탑고,10000만원,0.835,175.0,76.0,24.816326530612244,1995.0,22.0,내야수,5,5년차 이하,0.0380228136882129,장타형,0.8519417693925343,0.2280781170506586,143,매우 안정
71,김하성,2017,넥센,0.302,141,526,90,159,36,3,23,270,114,16,8,58,8,65,8,0.513,0.376,18,175cm/76kg,1995년 10월 17일,내야수(우투우타),부천북초-부천중-야탑고,10000만원,0.889,175.0,76.0,24.816326530612244,1995.0,23.0,내야수,5,5년차 이하,0.0437262357414448,장타형,0.8464926359864767,0.2523468590966778,141,매우 안정
71,김하성,2018,넥센,0.288,129,511,95,147,27,4,20,242,84,8,2,54,5,81,16,0.474,0.358,13,175cm/76kg,1995년 10월 17일,내야수(우투우타),부천북초-부천중-야탑고,10000만원,0.8320000000000001,175.0,76.0,24.816326530612244,1995.0,24.0,내야수,5,5년차 이하,0.0391389432485322,장타형,0.8826690326014547,0.25225631784424,129,안정
72,김헌곤,2014,삼성,0.26,76,123,17,32,5,3,3,52,20,2,2,13,6,20,1,0.423,0.359,1,174cm/81kg,1988년 11월 09일,외야수(우투우타),회원초-경복중-제주관광고-영남대-삼성-상무,7000만원,0.782,174.0,81.0,26.7538644470868,1988.0,27.0,외야수,8,6년차 이상,0.024390243902439,안타형,1.3877225166459437,0.3215780062612235,52,매우 불안정
72,김헌곤,2017,삼성,0.264,123,356,51,94,13,2,9,138,47,11,2,29,8,45,11,0.388,0.331,2,174cm/81kg,1988년 11월 09일,외야수(우투우타),회원초-경복중-제주관광고-영남대-삼성-상무,7000만원,0.7190000000000001,174.0,81.0,26.7538644470868,1988.0,30.0,외야수,8,6년차 이상,0.0252808988764044,안타형,1.1548734950265431,0.272847305257733,114,불안정
72,김헌곤,2018,삼성,0.3,141,513,77,154,26,2,11,217,71,22,9,54,10,70,13,0.423,0.375,0,174cm/81kg,1988년 11월 09일,외야수(우투우타),회원초-경복중-제주관광고-영남대-삼성-상무,7000만원,0.7979999999999999,174.0,81.0,26.7538644470868,1988.0,31.0,외야수,8,6년차 이상,0.0214424951267056,안타형,0.8352991048503065,0.2454072187607652,137,매우 안정
73,김현수,2007,두산,0.273,99,319,33,87,19,3,5,127,32,5,2,26,5,46,12,0.398,0.335,3,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.7330000000000001,188.0,100.0,28.293345405160707,1988.0,20.0,외야수,13,6년차 이상,0.0156739811912225,안타형,1.04029339225192,0.2743412609081018,96,불안정
73,김현수,2008,두산,0.357,126,470,83,168,34,5,9,239,89,13,8,80,5,40,12,0.509,0.454,1,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.963,188.0,100.0,28.293345405160707,1988.0,21.0,외야수,13,6년차 이상,0.0191489361702127,장타형,0.7430409212208872,0.2594698896903338,125,매우 안정
73,김현수,2009,두산,0.357,133,482,97,172,31,6,23,284,104,6,6,80,4,59,7,0.589,0.448,3,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,1.037,188.0,100.0,28.293345405160707,1988.0,22.0,외야수,13,6년차 이상,0.0477178423236514,장타형,0.8013957877705057,0.2789821426599579,133,매우 안정
73,김현수,2010,두산,0.317,132,473,88,150,29,0,24,251,89,4,8,78,6,64,9,0.531,0.414,3,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.945,188.0,100.0,28.293345405160707,1988.0,23.0,외야수,13,6년차 이상,0.0507399577167019,장타형,0.8406490751178431,0.2632335487742741,132,매우 안정
73,김현수,2011,두산,0.301,130,475,71,143,25,2,13,211,91,5,3,71,6,63,15,0.444,0.392,7,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.8360000000000001,188.0,100.0,28.293345405160707,1988.0,24.0,외야수,13,6년차 이상,0.0273684210526315,장타형,0.8372101012649426,0.2549488641707325,129,매우 안정
73,김현수,2012,두산,0.291,122,437,47,127,17,1,7,167,65,6,3,46,3,50,9,0.382,0.358,4,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.74,188.0,100.0,28.293345405160707,1988.0,25.0,외야수,13,6년차 이상,0.0160183066361556,장타형,0.8095143719724014,0.2322614926747261,121,매우 안정
73,김현수,2013,두산,0.302,122,434,63,131,23,1,16,204,90,2,4,62,2,71,6,0.47,0.382,2,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.852,188.0,100.0,28.293345405160707,1988.0,26.0,외야수,13,6년차 이상,0.0368663594470046,장타형,0.8831047979657303,0.2635934018170437,121,안정
73,김현수,2014,두산,0.322,125,463,75,149,26,0,17,226,90,2,0,53,7,45,10,0.488,0.396,1,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.884,188.0,100.0,28.293345405160707,1988.0,27.0,외야수,13,6년차 이상,0.0367170626349892,장타형,0.8373595966941482,0.2638240969317696,125,매우 안정
73,김현수,2015,두산,0.326,141,512,103,167,26,0,28,277,121,11,5,101,8,63,13,0.541,0.438,1,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,0.979,188.0,100.0,28.293345405160707,1988.0,28.0,외야수,13,6년차 이상,0.0546875,장타형,0.8132875275132356,0.2631167804732536,141,매우 안정
73,김현수,2018,LG,0.362,117,453,95,164,39,2,20,267,101,1,3,47,1,61,9,0.589,0.415,5,188cm/100kg,1988년 01월 12일,외야수(우투좌타),쌍문초-신일중-신일고-두산-볼티모어-필라델피아,,1.004,188.0,100.0,28.293345405160707,1988.0,31.0,외야수,13,6년차 이상,0.0441501103752759,장타형,0.7198585868584256,0.2589234945609009,117,매우 안정
75,김혜성,2018,넥센,0.27,136,430,79,116,15,6,5,158,45,31,6,33,5,119,6,0.3670000000000001,0.328,16,179cm/78kg,1999년 01월 27일,내야수(우투좌타),문촌초(고양시리틀)-동산중-동산고,13000만원,0.6950000000000001,179.0,78.0,24.343809494085704,1999.0,20.0,내야수,2,5년차 이하,0.0116279069767441,안타형,0.9958188494159168,0.2656877340040007,122,안정
76,김회성,2014,한화,0.236,59,140,21,33,8,1,6,61,18,0,0,14,4,45,4,0.436,0.321,4,190cm/92kg,1985년 12월 04일,내야수(우투우타),대전신흥초-한밭중-세광고-경성대-한화-경찰,10000만원,0.757,190.0,92.0,25.48476454293629,1985.0,30.0,내야수,10,6년차 이상,0.0428571428571428,장타형,1.4158428001365262,0.3106273294844984,55,매우 불안정
76,김회성,2015,한화,0.209,83,225,36,47,10,2,16,109,35,2,4,28,10,58,4,0.484,0.321,7,190cm/92kg,1985년 12월 04일,내야수(우투우타),대전신흥초-한밭중-세광고-경성대-한화-경찰,10000만원,0.8049999999999999,190.0,92.0,25.48476454293629,1985.0,31.0,내야수,10,6년차 이상,0.0711111111111111,장타형,1.2972175667686947,0.2614089945155097,77,매우 불안정
77,나경민,2017,롯데,0.256,97,117,37,30,5,2,1,42,11,20,3,7,2,37,1,0.359,0.307,0,177cm/80kg,1991년 12월 12일,외야수(좌투좌타),둔촌초-잠신중-덕수고,,0.6659999999999999,177.0,80.0,25.53544639152223,1991.0,27.0,외야수,3,5년차 이하,0.0085470085470085,안타형,1.3281068672261476,0.3000537737066481,45,매우 불안정
79,나성범,2013,NC,0.243,104,404,55,98,18,5,14,168,64,12,2,33,15,95,7,0.416,0.319,3,183cm/100kg,1989년 10월 03일,외야수(좌투좌타),광주대성초-진흥중-진흥고-연세대,30000만원,0.735,183.0,100.0,29.860551225775623,1989.0,25.0,외야수,6,6년차 이상,0.0346534653465346,장타형,0.9210302042870916,0.2144642446841576,104,안정
79,나성범,2014,NC,0.329,123,477,88,157,28,5,30,285,101,14,5,42,15,128,4,0.597,0.4,3,183cm/100kg,1989년 10월 03일,외야수(좌투좌타),광주대성초-진흥중-진흥고-연세대,30000만원,0.997,183.0,100.0,29.860551225775623,1989.0,26.0,외야수,6,6년차 이상,0.0628930817610062,장타형,0.9210302042870916,0.2144642446841576,104,안정
79,나성범,2015,NC,0.326,144,564,112,184,34,5,28,312,135,23,4,32,15,127,9,0.5529999999999999,0.373,6,183cm/100kg,1989년 10월 03일,외야수(좌투좌타),광주대성초-진흥중-진흥고-연세대,30000만원,0.926,183.0,100.0,29.860551225775623,1989.0,27.0,외야수,6,6년차 이상,0.0496453900709219,장타형,0.9210302042870916,0.2144642446841576,104,안정
79,나성범,2016,NC,0.309,144,572,116,177,37,2,22,284,113,7,4,67,9,136,4,0.4970000000000001,0.388,8,183cm/100kg,1989년 10월 03일,외야수(좌투좌타),광주대성초-진흥중-진흥고-연세대,30000만원,0.885,183.0,100.0,29.860551225775623,1989.0,28.0,외야수,6,6년차 이상,0.0384615384615384,장타형,0.9210302042870916,0.2144642446841576,104,안정
79,나성범,2017,NC,0.347,125,498,103,173,42,2,24,291,99,17,7,48,12,116,8,0.584,0.415,8,183cm/100kg,1989년 10월 03일,외야수(좌투좌타),광주대성초-진흥중-진흥고-연세대,30000만원,0.999,183.0,100.0,29.860551225775623,1989.0,29.0,외야수,6,6년차 이상,0.0481927710843373,장타형,0.8161307816207674,0.2450281536486424,144,매우 안정
79,나성범,2018,NC,0.318,144,556,110,177,36,3,23,288,91,15,2,44,15,131,11,0.518,0.381,3,183cm/100kg,1989년 10월 03일,외야수(좌투좌타),광주대성초-진흥중-진흥고-연세대,30000만원,0.899,183.0,100.0,29.860551225775623,1989.0,30.0,외야수,6,6년차 이상,0.0413669064748201,장타형,0.8352602876694676,0.2837126437955622,124,매우 안정
82,나종덕,2018,롯데,0.124,106,177,15,22,3,0,2,31,11,0,0,12,5,85,2,0.175,0.201,4,185cm/99kg,1998년 03월 16일,포수(우투우타),무학초-창원신월중-용마고,15000만원,0.376,185.0,99.0,28.926223520818112,1998.0,21.0,포수,2,5년차 이하,0.0112994350282485,안타형,2.1153426146047667,0.2097932387324068,81,매우 불안정
83,나주환,2005,두산,0.27,99,174,21,47,9,0,1,59,19,8,3,10,4,36,5,0.339,0.321,4,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.66,180.0,84.0,25.925925925925924,1984.0,22.0,내야수,16,6년차 이상,0.0057471264367816,안타형,1.2782511494122872,0.3510559316139542,69,매우 불안정
83,나주환,2006,두산,0.232,114,233,20,54,8,2,3,75,30,2,7,18,6,37,4,0.322,0.299,13,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.621,180.0,84.0,25.925925925925924,1984.0,23.0,내야수,16,6년차 이상,0.0128755364806866,안타형,1.2764835613159942,0.2971290387108203,89,매우 불안정
83,나주환,2007,SK,0.243,117,284,30,69,13,2,2,92,27,3,4,22,4,42,6,0.324,0.301,15,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.625,180.0,84.0,25.925925925925924,1984.0,24.0,내야수,16,6년차 이상,0.0070422535211267,안타형,1.250748253571721,0.2800417473405865,106,매우 불안정
83,나주환,2008,SK,0.247,118,361,43,89,16,3,3,120,46,14,5,26,6,64,12,0.332,0.303,17,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.635,180.0,84.0,25.925925925925924,1984.0,25.0,내야수,16,6년차 이상,0.0083102493074792,안타형,0.9845358631360518,0.2342667924337123,112,안정
83,나주환,2009,SK,0.288,118,382,60,110,13,0,15,168,65,21,9,41,7,74,8,0.44,0.364,15,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.804,180.0,84.0,25.925925925925924,1984.0,26.0,내야수,16,6년차 이상,0.0392670157068062,장타형,0.9687340853144903,0.264453270416312,116,안정
83,나주환,2010,SK,0.269,100,305,49,82,13,2,7,120,42,14,6,25,5,74,3,0.393,0.332,13,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.7250000000000001,180.0,84.0,25.925925925925924,1984.0,27.0,내야수,16,6년차 이상,0.0229508196721311,안타형,0.9609693250614736,0.2412330212912049,97,안정
83,나주환,2014,SK,0.273,127,422,64,115,25,0,7,161,51,10,3,36,3,101,8,0.382,0.332,10,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.7140000000000001,180.0,84.0,25.925925925925924,1984.0,31.0,내야수,16,6년차 이상,0.0165876777251184,안타형,0.877935605248274,0.2263903280733549,125,매우 안정
83,나주환,2015,SK,0.268,96,246,31,66,15,0,5,96,22,3,5,12,2,47,9,0.39,0.307,7,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.6970000000000001,180.0,84.0,25.925925925925924,1984.0,32.0,내야수,16,6년차 이상,0.0203252032520325,안타형,1.1714725696055068,0.2981930177177653,88,불안정
83,나주환,2017,SK,0.291,122,419,69,122,24,1,19,205,65,0,3,19,5,85,15,0.489,0.329,7,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.8180000000000001,180.0,84.0,25.925925925925924,1984.0,34.0,내야수,16,6년차 이상,0.0453460620525059,장타형,0.9414344472515528,0.2727431101530224,115,안정
83,나주환,2018,SK,0.262,119,362,54,95,24,0,12,155,56,5,6,38,5,66,2,0.428,0.339,13,180cm/84kg,1984년 06월 14일,내야수(우투우타),성동초(월드리틀)-휘문중-북일고-두산,10000만원,0.767,180.0,84.0,25.925925925925924,1984.0,35.0,내야수,16,6년차 이상,0.0331491712707182,안타형,1.065151137485207,0.2753170828068804,116,불안정
84,나지완,2008,KIA,0.295,73,200,25,59,12,1,6,91,30,1,2,28,6,44,2,0.455,0.391,0,182cm/105kg,1985년 05월 19일,외야수(우투우타),수유초-신일중-신일고-단국대,10000만원,0.8460000000000001,182.0,105.0,31.69907016060862,1985.0,24.0,외야수,11,6년차 이상,0.03,장타형,1.1606306489227975,0.3237249211946429,68,불안정
